ID 	 X 	 Y	
F1	21.832967356621275	-102.27315452968003	
F2	21.771497751776206	-102.29896741930617	
F3	21.746264652943836	-102.28448851158146	
F4	21.730120894145063	-102.31059281898932	
F5	21.817352136537025	-102.30752443634876	
F6	21.829864449189245	-102.25822780334053	
F7	21.767666785505845	-102.26288046806155	
F8	21.82665445757424	-102.30923797112769	
F9	21.749351753408057	-102.2737611038577	
F10	21.796327263002542	-102.28245807139139	
F11	21.77660215048109	-102.27403748498685	
F12	21.776367577716005	-102.29030998944633	
F13	21.800767241054007	-102.28694867555902	
F14	21.7649478900793	-102.29628060398991	
F15	22.018541980194826	-102.27738620241342	
F16	22.0410853944447	-102.2799736252505	
F17	22.04649370506511	-102.27399095625147	
F18	22.021207325267902	-102.28134829208857	
F19	22.021090311904324	-102.28187460060269	
F20	22.043945169686868	-102.27340216405263	
