ID 	 X 	 Y	
F1	21.830526526911655	-102.30943452481107	
F2	21.789358600239172	-102.25792460575258	
F3	21.78465380654861	-102.25564749638934	
F4	21.828679128152842	-102.25691474409365	
F5	21.78411238713069	-102.31071535351361	
F6	21.74209943310195	-102.29771143929555	
F7	21.829743776044374	-102.30346896141758	
F8	21.745613259131698	-102.29724431537866	
F9	21.75578063988069	-102.30215422732421	
F10	21.810827655377963	-102.27380698225681	
F11	21.773588045984127	-102.29586813339182	
F12	21.73143538704449	-102.30414411537491	
F13	21.802145941665433	-102.27260401075267	
F14	21.800373944094172	-102.28062639549972	
F15	22.023265155275105	-102.27818081102022	
F16	22.046067041007415	-102.27816678972296	
F17	22.031371310902983	-102.26861872761498	
F18	22.026772732300486	-102.28159736870322	
F19	22.029161866524824	-102.27292830150172	
F20	22.03162651694148	-102.27726842663611	
