ID 	 X 	 Y	
F1	21.805104563263647	-102.29126866754825	
F2	21.74121891867803	-102.30397019685779	
F3	21.791862209738113	-102.29102619907175	
F4	21.79118309643028	-102.274407646789	
F5	21.76104758247827	-102.27099827860972	
F6	21.75058844926631	-102.25846303821393	
F7	21.82034219439832	-102.31600838780811	
F8	21.753597412744924	-102.28720998913664	
F9	21.787169886590835	-102.29336932419261	
F10	21.73713087118141	-102.27238671296394	
F11	21.809420718169886	-102.31406082566663	
F12	22.037765910578198	-102.27275500563692	
F13	22.027353965387157	-102.27540211939895	
F14	22.037049334188062	-102.2786728539583	
F15	22.04415080851985	-102.28179089283488	
