ID 	 X 	 Y	
F1	21.787180023706807	-102.32221088852296	
F2	21.808672013784474	-102.3028177365633	
F3	21.774434241379595	-102.27843313222992	
F4	21.75587355152019	-102.31956896179993	
F5	21.800999243229565	-102.27289931147025	
F6	21.75575579439494	-102.27435596806882	
F7	21.753435705866856	-102.31163408168926	
F8	21.789326319308714	-102.31750698702237	
F9	21.825210947413474	-102.31472064990777	
F10	21.789358783521326	-102.31619117803777	
F11	21.75234124991456	-102.29698038636452	
F12	21.824994214512888	-102.28127187944398	
F13	21.81855128678795	-102.28152060645546	
F14	21.818685914917562	-102.30938396242345	
F15	22.027338846217784	-102.27210594428203	
F16	22.021195277545555	-102.27852099658897	
F17	22.043049060220085	-102.27361729215953	
F18	22.023574135067356	-102.27399896962257	
F19	22.035137664342344	-102.27257196027719	
F20	22.042139667653423	-102.27770562669956	
