ID 	 X 	 Y	
F1	21.741183786466994	-102.30164868967967	
F2	21.753871222134475	-102.26657797195878	
F3	21.81513963197944	-102.30471236868773	
F4	21.769561587566084	-102.28423515387641	
F5	21.836503232725928	-102.3066099994726	
F6	21.743426772757914	-102.28010518581547	
F7	21.80028151307463	-102.26311225469263	
F8	21.768718234946622	-102.31722817978445	
F9	21.778848458886166	-102.27663931643077	
F10	21.761009599680836	-102.30919707802194	
F11	21.837973087634403	-102.27142912157198	
F12	21.771746957298582	-102.30879391428834	
F13	21.81989434360953	-102.27785691319079	
F14	21.73852827068564	-102.30990503520673	
F15	22.03589494519722	-102.27229779037047	
F16	22.04690700543393	-102.2756369386303	
F17	22.043713081157048	-102.27193755771071	
F18	22.039604640304923	-102.26790152996918	
F19	22.044851896964087	-102.2790740079201	
F20	22.035290779453394	-102.2813572827445	
