ID 	 X 	 Y	
F1	21.768069920489207	-102.2804172504331	
F2	21.829629122169354	-102.3251161292312	
F3	21.800527223876266	-102.26439989763672	
F4	21.73196181750302	-102.28792997773377	
F5	21.815823075232426	-102.27261685500335	
F6	21.78133495994956	-102.28715184222321	
F7	21.744459233590042	-102.32418696367402	
F8	21.805437363538843	-102.26363840671122	
F9	21.76257715139958	-102.29587600336188	
F10	21.835976514502583	-102.26095205356367	
F11	21.828969446727662	-102.25906283615235	
F12	21.733209980289857	-102.31069548800923	
F13	21.809682488082558	-102.27707654102338	
F14	21.75740539179707	-102.27352707851803	
F15	22.02308444217883	-102.26785921962042	
F16	22.03286413354486	-102.28078772138016	
F17	22.02260074213062	-102.27418224222338	
F18	22.04743636717569	-102.2796524043986	
F19	22.02664714520877	-102.28196133016912	
F20	22.030674519362922	-102.2793807762703	
