ID 	 X 	 Y	
F1	21.772677363834514	-102.27109500928027	
F2	21.74708360133863	-102.26444025333869	
F3	21.800949990539454	-102.25715406198307	
F4	21.759490870216712	-102.29944451149295	
F5	21.824084759564983	-102.2695987425763	
F6	21.76956011476402	-102.28050080820674	
F7	21.731236530668678	-102.30887588164398	
F8	21.771150727431767	-102.26189962197195	
F9	21.800339924966334	-102.27794890501305	
F10	21.745295538890435	-102.28471854543561	
F11	21.824389037435044	-102.28110317163102	
F12	21.784623005424624	-102.26190742279702	
F13	21.762316310828634	-102.31266003208202	
F14	21.7891937975527	-102.2607603290933	
F15	22.040143874232626	-102.26939793114511	
F16	22.0237155046328	-102.27815311651233	
F17	22.043517695962045	-102.27853674741645	
F18	22.03280075173841	-102.27013276811758	
F19	22.024476528549602	-102.27061423098664	
F20	22.040168553689522	-102.28064754343286	
