ID 	 X 	 Y	
F1	21.782252083909142	-102.30406289023095	
F2	21.74735025935757	-102.31972374967272	
F3	21.76410036960017	-102.30462261326548	
F4	21.734406940336484	-102.30192051629507	
F5	21.824201674361625	-102.28142065566988	
F6	21.812086486638627	-102.2787276438973	
F7	21.7354349197632	-102.26426614805465	
F8	21.81595567203615	-102.30548610732693	
F9	21.732327013502278	-102.31407558165077	
F10	21.813356447568804	-102.27801736526835	
F11	21.75007679615883	-102.26466524405	
F12	21.812379768436784	-102.28001285235865	
F13	21.834419017381304	-102.3193091474653	
F14	21.80673159307812	-102.26591251768662	
F15	22.023082391995192	-102.27931754845146	
F16	22.029747181224074	-102.27272207163078	
F17	22.042152305912833	-102.28197525122033	
F18	22.02566080885458	-102.27424794718934	
F19	22.034628103297933	-102.2806786266753	
F20	22.032661107937905	-102.27402461559402	
