ID 	 X 	 Y	
F1	21.798158533038087	-102.26349819163441	
F2	21.783689615700677	-102.26168306542134	
F3	21.773299791529546	-102.28723513782222	
F4	21.782513938805696	-102.26652641609986	
F5	21.75394629968588	-102.31706458193098	
F6	21.740468467795466	-102.29192847475245	
F7	21.768428514281855	-102.2956400892767	
F8	21.826731237782877	-102.30036308394065	
F9	21.766940014106748	-102.30076051462162	
F10	21.729407596887327	-102.29109929997325	
F11	21.75231002784899	-102.30577944359989	
F12	22.032225657730788	-102.27332719301198	
F13	22.034491241461087	-102.28040510583342	
F14	22.044775252535217	-102.27835517529911	
F15	22.03438801510232	-102.26854028463032	
