ID 	 X_COORD		 Y_COORD		 F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	
1	21.8611987065452	-102.31949626771151	3	5	4	1	3	1	1	1	4	4	0	4	5	0	5	
2	21.86843233732355	-102.32484872526277	5	4	0	4	5	0	0	3	5	5	0	3	1	5	4	
3	21.87833061390684	-102.3206655118281	4	1	2	4	2	5	0	5	0	4	2	0	2	4	4	
4	21.875942766283067	-102.32333981939288	1	0	3	1	2	4	5	5	5	1	0	0	4	3	5	
5	21.903658048013877	-102.31782433657733	0	0	2	5	3	5	0	0	2	1	4	2	1	3	2	
6	21.94261477379729	-102.30824711744333	2	1	3	2	3	1	3	2	1	4	3	5	1	3	1	
7	21.92824564301301	-102.32114978873348	4	5	0	5	2	0	0	2	5	2	5	2	4	1	1	
8	21.94077975898802	-102.32799128327125	2	4	1	5	4	2	1	0	5	5	0	1	1	1	4	
9	21.93455950651907	-102.31733019326107	5	3	4	1	5	2	3	4	0	4	5	3	3	5	5	
10	21.931492880908674	-102.32524440092008	5	5	1	5	4	1	0	4	1	0	4	1	3	5	3	
11	21.921404825002995	-102.3109684728793	0	4	0	5	1	1	3	4	1	1	1	0	0	0	5	
12	21.938035245761203	-102.32475936714293	4	1	3	1	4	3	0	5	0	2	1	0	5	5	0	
13	21.93994681035647	-102.3100855130146	1	5	0	2	1	5	1	1	3	4	4	3	5	0	4	
14	21.933570675036275	-102.32161427856406	5	0	3	2	5	2	4	5	4	3	5	0	2	5	4	
15	21.853776181453767	-102.30596247828099	0	1	2	3	4	1	3	5	4	4	0	1	3	0	1	
16	21.85807834551543	-102.28728749810256	3	1	1	2	3	0	1	0	0	1	3	0	3	3	3	
17	21.857047234092747	-102.30184004460337	3	3	3	5	2	3	3	5	3	2	1	4	1	0	5	
18	21.840564335904347	-102.30296858321317	3	1	4	1	0	1	0	0	3	4	1	0	2	4	4	
19	21.843532025831077	-102.29571479928462	0	2	3	0	5	3	2	4	3	3	4	3	5	5	3	
20	21.85057268285395	-102.29693233076196	4	3	1	0	0	0	3	2	5	0	0	1	4	1	4	
21	21.843101048083035	-102.289813114247	0	4	4	5	2	2	3	0	2	5	5	4	5	5	5	
22	21.858294367093304	-102.3003640852512	0	5	3	4	4	3	2	3	2	1	1	0	5	4	0	
23	21.849727711407517	-102.30002426968481	4	0	3	4	5	5	3	0	5	5	4	0	4	4	4	
24	21.85159914946107	-102.30474449150002	0	3	2	1	1	2	3	0	3	5	4	2	3	1	5	
25	21.858233891475322	-102.29351924303582	4	1	0	4	5	5	3	3	4	1	3	2	5	2	3	
26	21.886625110471915	-102.28458495198987	1	4	0	2	4	5	2	0	5	0	3	0	1	1	5	
27	21.886118573895743	-102.29640643688099	4	4	4	5	1	1	5	3	2	4	3	3	5	4	4	
28	21.89142750168291	-102.29365408031579	4	4	2	4	5	4	3	4	0	3	3	5	5	4	0	
29	21.868172372469942	-102.30077144156775	5	1	0	1	4	1	4	5	0	1	0	0	3	3	2	
30	21.87945109746073	-102.29169626778065	2	3	0	2	3	2	0	5	3	1	2	5	2	4	5	
31	21.882317945054726	-102.30019714544176	4	0	5	2	1	1	3	0	4	3	4	3	0	0	1	
32	21.865871880595545	-102.28879656477848	2	5	4	5	4	4	5	4	4	2	2	4	3	4	0	
33	21.875380654297295	-102.30154330314181	5	0	5	1	3	1	2	0	2	3	5	1	5	5	0	
34	21.88590282319536	-102.28977647594868	3	3	1	5	1	4	1	4	1	1	0	3	3	0	0	
35	21.88641972023511	-102.30357370923115	1	1	5	1	5	3	4	5	1	0	1	2	5	2	3	
36	21.88801063302138	-102.29136296288755	3	4	1	3	1	1	3	0	3	3	2	0	0	5	3	
37	21.86883027070001	-102.30414672755381	2	4	3	5	2	0	0	5	5	4	3	4	3	5	5	
38	21.879491365192553	-102.30527366551301	1	1	2	1	0	2	4	2	3	3	1	0	3	1	3	
39	21.87118847786264	-102.29041453848451	0	0	1	0	0	1	4	1	2	2	0	2	2	3	4	
40	21.87451980639826	-102.29081824286988	4	2	1	4	3	0	5	4	2	1	0	4	3	4	0	
41	21.891250743215064	-102.299040969715	0	1	0	5	2	3	4	4	1	2	3	1	0	0	3	
