ID 	 X 	 Y	
F1	21.777723491975998	-102.3144833124757	
F2	21.815149386209747	-102.3147657210784	
F3	21.74741768553327	-102.29015932143169	
F4	21.81672284258139	-102.26906331318084	
F5	21.81929715097124	-102.30165421735579	
F6	21.755324453420496	-102.32241150763649	
F7	21.76923983949	-102.3001137214062	
F8	21.83661069544964	-102.30255073628129	
F9	21.81641560956194	-102.29416710041184	
F10	21.785123816234748	-102.30729255030117	
F11	21.8359343847482	-102.26227793886967	
F12	22.041524554817517	-102.27576957613697	
F13	22.018346080850268	-102.26980205203044	
F14	22.034437580207047	-102.26902531891055	
F15	22.036851770086052	-102.27010864501659	
