ID 	 X 	 Y	
F1	21.798412112952565	-102.27085164153112	
F2	21.763025254293126	-102.25677722541353	
F3	21.7966235240212	-102.26350070958426	
F4	21.823014153246625	-102.2785339855886	
F5	21.791671381028728	-102.27148405190191	
F6	21.781021668035482	-102.26962506450293	
F7	21.75720313291668	-102.27689482203544	
F8	21.74583814578461	-102.28965833448217	
F9	21.833147007315315	-102.32522775016938	
F10	21.73118905847925	-102.25637901154744	
F11	21.787740376786886	-102.28379427977465	
F12	21.74812422636652	-102.28130977702216	
F13	21.789554629399927	-102.27706526867102	
F14	21.805748956371435	-102.30436956217282	
F15	22.03895166833082	-102.27759443487177	
F16	22.019537356901573	-102.27303901499756	
F17	22.03522958518929	-102.27410898175316	
F18	22.04336561569044	-102.26831558248365	
F19	22.02162671545529	-102.27606354267294	
F20	22.031139533276725	-102.27926579337635	
