ID 	 X 	 Y	
F1	21.7640236202022	-102.30740938861841	
F2	21.746035028327835	-102.2573575221688	
F3	21.74404922055695	-102.27315715170992	
F4	21.787902814687	-102.30220367157376	
F5	21.797673172606792	-102.28920661504414	
F6	21.753942389371677	-102.31391024231326	
F7	21.763998818349013	-102.26928730901737	
F8	21.781843218713092	-102.30476152423213	
F9	21.785370701439863	-102.2591518178068	
F10	21.769577196484537	-102.28450956223088	
F11	21.76886940902924	-102.300258144806	
F12	22.040124527038067	-102.27610741332441	
F13	22.034100349780243	-102.28122935687149	
F14	22.042880192012902	-102.26794393291125	
F15	22.02162350590829	-102.27409658550279	
