ID 	 X 	 Y	
F1	21.748091314262627	-102.28476147521076	
F2	21.835461760787318	-102.28810732458369	
F3	21.75375261017468	-102.31773711549974	
F4	21.75844918701878	-102.30169098450222	
F5	21.79021610863812	-102.26318059636709	
F6	21.749893526050908	-102.31233119447207	
F7	21.80673239042245	-102.32316740978709	
F8	21.768423535383622	-102.3115524777266	
F9	21.75037189242751	-102.28252746518592	
F10	21.83676795788045	-102.28667302826962	
F11	21.78812890979931	-102.31706781992723	
F12	22.029393539390778	-102.27946958476507	
F13	22.02925330737305	-102.27389445079396	
F14	22.04216955870286	-102.27793044480514	
F15	22.034220920487115	-102.27078350186852	
