ID 	 X 	 Y	
F1	21.76413735238347	-102.32166046247387	
F2	21.80179487564691	-102.29724794802162	
F3	21.777432783570706	-102.29670156473448	
F4	21.77848784820118	-102.28435536070836	
F5	21.800048115744065	-102.27022201800385	
F6	21.76015345227044	-102.27342074083266	
F7	21.748676155067805	-102.26352941897461	
F8	21.731962307337145	-102.28860363136174	
F9	21.82614439197945	-102.26224070429689	
F10	21.788079271167692	-102.30784487394817	
F11	21.817519374345082	-102.32337517254628	
F12	21.746834593183667	-102.26464696841661	
F13	21.76230319487001	-102.28496422099998	
F14	21.824498535371394	-102.32510511069846	
F15	22.030955419378223	-102.2732238287035	
F16	22.043244237185473	-102.27546824211746	
F17	22.035332727080586	-102.27379047116516	
F18	22.019872540028118	-102.27475776642835	
F19	22.04485166975911	-102.27393907875664	
F20	22.029358311149327	-102.2706075181093	
