ID 	 X 	 Y	
F1	21.75969820675375	-102.29011918933242	
F2	21.817931851531657	-102.257224663876	
F3	21.78680475053232	-102.28149222752141	
F4	21.785274387219147	-102.32440899419771	
F5	21.826124736819224	-102.32469223915095	
F6	21.772480965704386	-102.27557300631383	
F7	21.747022417576336	-102.27321049754971	
F8	21.794567047659072	-102.30317459953127	
F9	21.783711529935527	-102.28154437379517	
F10	21.832148187935953	-102.31244303407921	
F11	21.831647444486396	-102.29173840269488	
F12	22.02230505991817	-102.27828380750024	
F13	22.023657800929932	-102.27471303307117	
F14	22.027035907169324	-102.28202284692425	
F15	22.02606047978821	-102.27204811397486	
