ID 	 X 	 Y	
F1	21.83153285156363	-102.29803208698036	
F2	21.731758492903126	-102.32131345246471	
F3	21.73476810896515	-102.26906861269048	
F4	21.824163039554808	-102.25791526344062	
F5	21.83686277866711	-102.32257994892508	
F6	21.776596596181548	-102.2631592884413	
F7	21.78355238804316	-102.29630429014908	
F8	21.82004745645812	-102.25877764178516	
F9	21.773721748013187	-102.26773307737608	
F10	21.737624900417618	-102.25677972736595	
F11	21.785629146077614	-102.27222082523285	
F12	22.025433090647894	-102.27738689148377	
F13	22.041539288135223	-102.26922937035506	
F14	22.043802830840146	-102.27515637381154	
F15	22.040619616868806	-102.27513209275779	
