ID 	 X 	 Y	
F1	21.731340198894983	-102.31716060603449	
F2	21.796044864011655	-102.30161890053861	
F3	21.82652538852231	-102.29769017719089	
F4	21.829047269571337	-102.25786342952868	
F5	21.821623217479956	-102.31655415326604	
F6	21.79553217540278	-102.26129049555286	
F7	21.75060046513923	-102.32006431176265	
F8	21.80135062735423	-102.29847085603795	
F9	21.754756621225994	-102.27591103664827	
F10	21.834037057060026	-102.29819401057017	
F11	21.802367515815597	-102.296455437799	
F12	22.04455359177373	-102.27574297170615	
F13	22.034247905116555	-102.27496514190197	
F14	22.02859274171328	-102.26888233325312	
F15	22.041174000173694	-102.27369409179305	
