ID 	 X 	 Y	
F1	21.742211645053217	-102.26124045302176	
F2	21.78583904701196	-102.25546488921525	
F3	21.78027879852921	-102.29716954536377	
F4	21.82804967718133	-102.27704046307049	
F5	21.8028997275305	-102.31419558542217	
F6	21.750237168220966	-102.29305721056919	
F7	21.777288408904003	-102.25596727189566	
F8	21.76749834760409	-102.27489938844666	
F9	21.77538454052081	-102.26076702261125	
F10	21.78068895891949	-102.29917504331516	
F11	21.829539646127653	-102.29411515830827	
F12	22.03461645636499	-102.28171826140853	
F13	22.044130024071116	-102.27110080656297	
F14	22.038088945627923	-102.27322364776433	
F15	22.038803163271506	-102.27070152341322	
