ID 	 X 	 Y	
F1	21.75637532220991	-102.26771751661659	
F2	21.742184513274296	-102.30691597620017	
F3	21.783652075821706	-102.27271171319605	
F4	21.824426308772924	-102.31329432936683	
F5	21.830912441213968	-102.27690467319849	
F6	21.766100521347475	-102.30050252212305	
F7	21.749010777359242	-102.26453736596379	
F8	21.79733893307522	-102.2939762304696	
F9	21.832168853859137	-102.32350965738162	
F10	21.766305076577915	-102.2680226394137	
F11	21.751105763808877	-102.32226081658384	
F12	21.8310477399214	-102.28614594290448	
F13	21.793899948818783	-102.3250773733681	
F14	21.77397429714166	-102.31912829435701	
F15	22.047329236890672	-102.27045866098483	
F16	22.046681755576525	-102.27581877122859	
F17	22.02711637119572	-102.28090546052026	
F18	22.03650047026967	-102.2716011420957	
F19	22.03562265994443	-102.2681841987137	
F20	22.041758818350953	-102.28029689700442	
