ID 	 X 	 Y	
F1	21.83764142725053	-102.30438962719815	
F2	21.7328951875159	-102.29019949960558	
F3	21.75228158456635	-102.28772579320369	
F4	21.828757983533787	-102.27830981355453	
F5	21.835457321797396	-102.29696445626836	
F6	21.758853506185837	-102.32401855887076	
F7	21.76613752626441	-102.3159468143468	
F8	21.815804889306385	-102.2771706639747	
F9	21.815312075328254	-102.26366337676158	
F10	21.821514389103996	-102.2614641424143	
F11	21.813457294181543	-102.30344652261367	
F12	22.042472547862353	-102.2819756948922	
F13	22.03959037468299	-102.27109475977178	
F14	22.0390683584333	-102.27652547242928	
F15	22.023704508478584	-102.2742610641954	
