ID 	 X 	 Y	
F1	21.776856026253146	-102.2657985655612	
F2	21.73946920156486	-102.26160758534402	
F3	21.773454798040273	-102.31389334328234	
F4	21.76958173896454	-102.3045498964771	
F5	21.768391976129248	-102.2821530032898	
F6	21.819439836246655	-102.30883253794812	
F7	21.79554487612655	-102.26370576300583	
F8	21.76949283595771	-102.2724552901228	
F9	21.823909494280617	-102.25949561709349	
F10	21.81858305096202	-102.26960222396575	
F11	21.755940706934034	-102.27436546002517	
F12	21.75286022467686	-102.3143377756833	
F13	21.73347269906456	-102.3101874939409	
F14	21.8271304569038	-102.28475035168778	
F15	22.03928718214777	-102.27081480640386	
F16	22.047243803345616	-102.27834369629154	
F17	22.046739951225213	-102.2677264738461	
F18	22.029785559536837	-102.27654537873983	
F19	22.028880710144414	-102.28002845567391	
F20	22.028433650337927	-102.27091132456181	
