ID 	 X 	 Y	
F1	21.751772617440604	-102.30596769724234	
F2	21.73260577811384	-102.28369239760958	
F3	21.80203906932586	-102.29488417869321	
F4	21.77034011210956	-102.29543472090744	
F5	21.76509427239301	-102.31617148893221	
F6	21.7836174623108	-102.26465045743585	
F7	21.748682255407395	-102.27679226327083	
F8	21.787542692125164	-102.30374920121255	
F9	21.82632073239034	-102.2571760523517	
F10	21.758720992541242	-102.26399019919063	
F11	21.74192763428899	-102.26075525180913	
F12	22.02596912047537	-102.27936012673356	
F13	22.025061162925226	-102.27182738841005	
F14	22.02881251714439	-102.27968768152735	
F15	22.02601446485577	-102.27030340924719	
