ID 	 X 	 Y	
F1	21.80169609944354	-102.32342315852348	
F2	21.735568734045874	-102.32533013723497	
F3	21.73159960763895	-102.26450291813617	
F4	21.729471940535152	-102.26395384329633	
F5	21.74625848417811	-102.29668699318874	
F6	21.79573848769663	-102.30589843535054	
F7	21.832347319561947	-102.28054889053824	
F8	21.801735152893084	-102.25909842535145	
F9	21.795303449857805	-102.2838013283904	
F10	21.78967956882873	-102.28035154390888	
F11	21.74180316326887	-102.28089850913584	
F12	21.80599855896299	-102.28895606813758	
F13	21.741198120445283	-102.32516769802149	
F14	21.792357962547197	-102.27995596578127	
F15	22.04686173824327	-102.26940780817245	
F16	22.027059497567404	-102.27856012014139	
F17	22.018558188361293	-102.26823210550195	
F18	22.032977587951887	-102.27159790348358	
F19	22.030471621513154	-102.27571103810043	
F20	22.030511408409705	-102.27351458894621	
