ID 	 X 	 Y	
F1	21.83498268587523	-102.32428000357754	
F2	21.785974785111524	-102.30964516074602	
F3	21.81995093272343	-102.27360124025755	
F4	21.800767332108915	-102.27201749575212	
F5	21.80547155758929	-102.287816157437	
F6	21.765965606232182	-102.28310708809168	
F7	21.797095242332233	-102.28104691043487	
F8	21.755026633534094	-102.26303870190085	
F9	21.762263869379368	-102.31773931599604	
F10	21.742745022868284	-102.31245533395713	
F11	21.775958003968867	-102.2760371312241	
F12	22.035462058068795	-102.27712001055495	
F13	22.046049417786048	-102.28166905563498	
F14	22.045462235190627	-102.26770137183952	
F15	22.047506805545844	-102.27573122160338	
