ID 	 X 	 Y	
F1	21.760962838060266	-102.29464450522141	
F2	21.774637705694865	-102.29199445600368	
F3	21.824736555276953	-102.31914405081378	
F4	21.740083890060898	-102.28699561492141	
F5	21.7459985259045	-102.27945910752524	
F6	21.836243851932064	-102.30889957841936	
F7	21.82956702928587	-102.29679742577596	
F8	21.76517277162525	-102.3201108186285	
F9	21.736727587242633	-102.27070932426297	
F10	21.741860558213027	-102.26629480284605	
F11	21.76725459616291	-102.28319118670458	
F12	22.033651862480884	-102.28190427570402	
F13	22.01858680299206	-102.26962653242855	
F14	22.022150239773858	-102.27505513557593	
F15	22.03410094811119	-102.2702046474862	
