ID 	 X_COORD		 Y_COORD		 F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	
1	21.864852041522447	-102.30720296314529	2	3	2	5	1	4	3	3	2	5	
2	21.875387325750584	-102.32486123166227	1	4	1	0	3	2	4	2	1	4	
3	21.883680859686176	-102.31783289876708	4	3	5	3	0	5	3	0	2	2	
4	21.87445156434242	-102.3116940401082	0	1	3	2	0	4	0	2	0	5	
5	21.894787246776207	-102.31854363371103	5	4	4	1	5	3	1	4	1	2	
6	21.936666206033635	-102.3231525121417	2	5	4	1	3	3	1	4	5	2	
7	21.926968952368142	-102.32814925428976	5	3	0	5	5	5	5	3	3	5	
8	21.93816843318132	-102.32676320884634	5	5	2	5	1	4	4	4	4	3	
9	21.935105948610413	-102.30956490553174	1	1	5	3	0	4	1	0	1	3	
10	21.920226475674895	-102.31591888360029	3	1	1	1	5	3	0	2	0	2	
11	21.93101516313096	-102.31369974269008	0	0	1	4	5	5	2	3	2	4	
12	21.94288941522853	-102.32704829666012	4	1	0	0	2	0	2	5	0	4	
13	21.930116513598033	-102.31187894122661	4	3	4	0	4	1	2	5	1	4	
14	21.92564805629476	-102.3192483151294	2	2	2	0	5	2	0	2	0	2	
15	21.854196361063728	-102.30429684067458	4	0	0	4	4	1	2	4	1	5	
16	21.8633234410141	-102.30437570509824	2	0	4	2	3	5	3	4	1	1	
17	21.840355316339238	-102.30356226248824	4	1	0	0	5	2	2	2	3	4	
18	21.861869563782356	-102.294490258139	2	4	3	2	5	2	3	5	2	0	
19	21.85013949188952	-102.301368892679	2	3	4	1	4	5	2	3	0	3	
20	21.857887329200505	-102.2860667774213	3	5	2	3	4	5	1	4	1	1	
21	21.848608411191105	-102.28911017324215	0	3	4	5	1	0	5	5	4	3	
22	21.853733208312075	-102.28758294258752	1	5	4	2	3	0	5	5	0	1	
23	21.84821451428527	-102.30302826960492	4	5	1	0	0	5	0	1	1	2	
24	21.8892123694251	-102.30159340981666	1	3	4	0	3	2	2	1	3	4	
25	21.89122433825957	-102.28645740295615	4	5	4	2	2	3	3	5	2	2	
26	21.890276680138687	-102.29669295142588	0	5	1	1	4	5	5	2	0	4	
27	21.874118495728315	-102.30430873248484	5	5	2	4	0	2	5	1	5	0	
28	21.88455470295541	-102.28560832431366	1	5	3	5	1	5	3	2	1	3	
29	21.889034793072764	-102.28464172920823	0	0	0	1	5	2	2	0	1	3	
30	21.86799452028742	-102.29415949353833	0	2	3	0	2	5	2	0	1	3	
31	21.886660929407014	-102.28699226493542	5	4	0	4	3	4	4	4	3	5	
32	21.881956447389072	-102.2988178424543	3	4	2	3	1	3	5	1	2	0	
33	21.87224794121648	-102.29792552175438	1	0	4	3	2	0	0	1	2	2	
34	21.87359620043459	-102.3041928701981	1	5	0	3	4	4	1	0	0	2	
