ID 	 X 	 Y	
F1	21.79938993284846	-102.26992422682966	
F2	21.80797345150428	-102.31894076167077	
F3	21.77488809247607	-102.32004522846084	
F4	21.83747790965872	-102.28659799605127	
F5	21.813253471456218	-102.25832992305064	
F6	21.781013623820275	-102.2689756585184	
F7	21.799384738840985	-102.27740941771216	
F8	21.768791271828377	-102.28873896391514	
F9	21.826737235223547	-102.32103898324732	
F10	21.758903233095662	-102.31992726343373	
F11	21.77847463920904	-102.30153395293442	
F12	22.02726125910246	-102.2770174241005	
F13	22.019414266807495	-102.27342806145275	
F14	22.03325784985807	-102.27011591298049	
F15	22.043552157978127	-102.27352690315392	
