ID 	 X 	 Y	
F1	21.825960093914425	-102.30960246313754	
F2	21.779832840579296	-102.29064126441597	
F3	21.821871711724395	-102.30133933262898	
F4	21.832572312756938	-102.27466091107031	
F5	21.80825024234371	-102.29852963344278	
F6	21.807848435669165	-102.28517929996815	
F7	21.77764530798102	-102.25964050475417	
F8	21.803985068074148	-102.2764867251468	
F9	21.810405345216655	-102.26608332700937	
F10	21.822546601903593	-102.31665506231616	
F11	21.793357488520815	-102.27140837725739	
F12	21.744289916164306	-102.28240384323854	
F13	21.77643146726871	-102.27821361861047	
F14	21.80060816376851	-102.25650970243507	
F15	22.022777709120962	-102.27238772865338	
F16	22.023357302766595	-102.27380347023254	
F17	22.033931974858742	-102.27381193514317	
F18	22.020766871941543	-102.27295539461863	
F19	22.038835999002202	-102.27181129308813	
F20	22.028604994212998	-102.27066397385961	
