ID 	 X 	 Y	
F1	21.781664149368364	-102.26374206320098	
F2	21.808266959726428	-102.29997543474953	
F3	21.823633880802195	-102.31110536455411	
F4	21.754287386939012	-102.30118829807513	
F5	21.742146030199073	-102.3018445394407	
F6	21.8033638909157	-102.31864691797801	
F7	21.733817745965467	-102.27068777864163	
F8	21.824485588932387	-102.25958269391101	
F9	21.826352264240498	-102.26162267200455	
F10	21.750876844224326	-102.31235971674049	
F11	21.75189960716821	-102.25800184966	
F12	21.75263511543157	-102.26954648027231	
F13	21.827085445797625	-102.31679408074834	
F14	21.836020058978132	-102.27608017717145	
F15	22.027947050283704	-102.27043823398223	
F16	22.036854382606567	-102.28105212385297	
F17	22.033764388008354	-102.27425024441675	
F18	22.046085341800488	-102.27052690939844	
F19	22.033904960111606	-102.28060958776992	
F20	22.041171088899862	-102.27129116681452	
