ID 	 X 	 Y	
F1	21.748290481106004	-102.27597337162968	
F2	21.791303475700087	-102.28743237478712	
F3	21.7903521174189	-102.32265629649092	
F4	21.730972001755422	-102.29799612062502	
F5	21.834482697232342	-102.26069410132321	
F6	21.738566665723955	-102.27066708182767	
F7	21.833540789768794	-102.2823069350041	
F8	21.81721256425621	-102.32540737512348	
F9	21.809353184201566	-102.29023167473527	
F10	21.73809885542127	-102.27524202953018	
F11	21.764552974558164	-102.28927032346537	
F12	22.020112697910697	-102.27804822463288	
F13	22.02100958375981	-102.2750294629143	
F14	22.04287879627969	-102.27244489687617	
F15	22.02246732887615	-102.27686300060967	
