ID 	 X 	 Y	
F1	21.782426332534296	-102.29676834954356	
F2	21.769396308824792	-102.30772050727929	
F3	21.833871343420434	-102.27981905362718	
F4	21.8242343091053	-102.26308465353458	
F5	21.779193525139416	-102.3236767392822	
F6	21.760792445936097	-102.29778000685823	
F7	21.83843191419141	-102.29650329221955	
F8	21.740824955657498	-102.28481616315025	
F9	21.777401880643204	-102.27365362120013	
F10	21.743513885238414	-102.2554962506828	
F11	21.783426281047205	-102.29334693568514	
F12	21.74351309230169	-102.30029156351257	
F13	21.803789985568816	-102.31071296031679	
F14	21.749539361554266	-102.3105507292178	
F15	22.032838443444913	-102.26980412187683	
F16	22.043855999635277	-102.27934841977249	
F17	22.044683317297448	-102.27141649918134	
F18	22.02023405020042	-102.27797824748828	
F19	22.045350869773937	-102.27909563028062	
F20	22.030887855318014	-102.27303079450398	
